No,Creator,Language,Question,Answer,Question_JP,Answer_JP,Note,Sheet,Unnamed: 7
44,Hiển,EN,"Who are partnering with MOR Software?

Which company are partners of MOR Software?

Tell me about clients and partners of MOR Software","Our partners and clients vary from different industries and expertises: 
- Banking and Finance: VPBank, Techcombank, MB Bank, OPES Insurance, INSO Insurance
- Technolofy: CYDAS Inc., Datt Japan, IGLOO Security, Bkav, Be Group, Viettel Solutions, Cloud Circus
- Media: Dan Tri News
- Others: PPJ Group, Golden Gate, My Green Butler, Freeplus, NOVA","MOR Softwareと提携しているのは何方ですか?

MOR Softwareのパートナーはどの企業ですか?

MOR Softwareのクライアントとパートナーについて教えてください","当社のパートナーとクライアントは、さまざまな業界や専門知識を持っています。
- 銀行および金融: VPBank、Techcombank、MB Bank、OPES Insurance、INSO Insurance
- テクノロジー：CYDAS Inc.、Datt Japan、IGLOO Security、Bkav、Be Group、Viettel Solutions、Cloud Circus
- メディア: Dan Triニュース
- その他: PPJ Group、Golden Gate、My Green Butler、Freeplus、NOVA",Update ngày 03/08,Câu hỏi và câu trả lời,
45,Hiển,EN,"What projects have MOR Software done?

Tell me about the projects of MOR Software","Beside outsourcing services, we have done numeruous projects centered around developing softwares and applications for Mobile, Salesforce and Website platform:
- Website projects: 
+ Hotel Gotcha: a hotel/ homestay management system that uses an advanced AI system to transform the traditional processes, services and facilities.
+ HappinessBook: a healthcare risk app that measures risk factors, health behaviors and nonhealth determinants like socioeconomic status (age, race, education, income..).
+ CYDAS: a comprehensive human resource management system for internal development.
+ Orthocomm: a dental clinic management system
+ MileShare Lambda: an online flight ticket booking system designed to improve customer service and reduce reception overhead.
+ Fitness Salon: a fitness recruiting app focusing on connecting japanese salons and promising professionals together.
+ MS&AD: a human resource management app that handles the retired workforces in various companies to help hiring managers re-ultilize this labor pool and rehire potential employees.
+ Disaster: an integrated application that provides a variety of meaningful tools in order to help users calculate, build up a dataset related to weather, natural disaster and statistical geography in Japan.
+ Window SCP: An online device management system (MDM - Mobile Device Management) on windows, ios, and android platforms.
+ CLADIA: an overall operation management solution for the factory.

- Mobile apps projects: 
+ Dan Tri News: the largest eNewspaper in Vietnam, featuring more than 10 million views per day from 172
countries.
+ Hataraki Nurse: a communication platform for nurses that helps nurses change jobs.
+ Remote Signing: a mobile application that can be used on android and ios with functions that allow users to: Manage digital certificates, Manage root and access devices, Perform digital signing on the root device or send a digital signature request on other access devices.
+ 3D Map: a third-party SDK iOS that provides more advanced and detailed-oriented solutions compared to Google Streetview.
+ Genbastar: a mobile application that displays a list of constructions, jobs and images in a construction project.
+ Bible Reader: one of the biggest Japanese Bible reading app that allows customers to stream, download or listen to bible through voice records of over 150 famous Japanese actors.
+ Spaceshare: the first online platform in Vietnam to connect Coworking Space, through which users can find the right space to work, study, meet, partners or organize events in the most convenient way.
+ Kuraseru: a mobile application that provides nursing and healthcare services and connects the community of patients, physicians and doctors.
+ Báo Cháy 114: a complex application that is used for Vietnamese citizens to handle and report everyday incidents in general and fire incidents in particular in Vietnam.
+ Camera App: the management platform of the image of the construction site. Allows taking pictures with multiple layers, drawing and editing images.
+ Manber: an employee management platform, helps management to search, view and edit employee information.
+ ImpactPharm: an online platform to exchange drug consultations, book appointments and, chat and meet
with pharmacists.
+ Chibikko: a platform for check-in checkout for preschoolers.

- Salesforce projects: 
+ FMS (Financial Management Service)
+ Sale Cloud - Pardot - Digitalkey
+ Service Cloud - Customer Service In Logistics
+ Integration Salesforce - Timekeeping With Slack Team
+ Customer Portal Developement
+ CPQ Standard
+ Investor Portal System 
+ MOR Asia CRM 1
You can visit our case study page to see more details:
https://morsoftware.com/case-study","MOR Softwareはどのようなプロジェクトを実装したのでしょうか？

MOR Softwareのプロジェクトについて教えてください","アウトソーシング サービス以外にも、モバイル、Salesforce、Web サイト プラットフォーム向けのソフトウェアとアプリケーションの開発を中心とした数多くのプロジェクトを行ってきました。
- ウェブサイトプロジェクト:
+ Hotel Gotcha: 先進的な AI システムを使用して従来のプロセス、サービス、設備を変革するホテル/ホームステイ管理システム
+ HappinessBook: リスク要因、健康行動、社会経済的地位 (年齢、人種、教育、収入など) などの健康以外の決定要因を測定する医療リスクアプリ
+ CYDAS: 社内育成のための徹底した人事管理システム
+ Orthocomm: 歯科医院管理システム
+ MileShare Lambda: 顧客サービスを向上させ、受付の経費を削減するために設計されたオンライン航空券予約システム
+ Fitness Salon: 日本のサロンと有望な専門家を結びつけることに重点を置いたフィットネス求人アプリ
+ MS&AD: さまざまな企業の退職労働力を処理し、採用担当者がこの労働力プールを再活用し、潜在的な従業員を再雇用できるようにする人事管理アプリ
+ Disaster: ユーザーが日本の気象、自然災害、統計地理学に関連するデータセットを計算、構築できるようにするために、さまざまな有意義なツールを提供する統合アプリ
+ Window SCP: Windows、iOS、Android プラットフォーム上のオンライン デバイス管理システム (MDM - モバイル デバイス管理)
+ CLADIA: 工場全体の稼働管理ソリューション

- モバイルアプリプロジェクト
+ Dan Tri News: 172 か国から 1 日あたり 1,000 万以上の閲覧数を誇るベトナム最大の電子新聞
+ Hataraki Nurse: 看護師の転職を支援する看護師向けコミュニケーションプラットフォーム
+ Remote Signing: Android および iOS で使用できるモバイル アプリ。ユーザーは次のことを行うことができる: デジタル証明書の管理、ルート デバイスとアクセス デバイスの管理、ルート デバイスでのデジタル署名の実行、または他のアクセス デバイスでのデジタル署名要求の送信
+ 3D Map: Google ストリートビューと比較して、より高度で詳細指向のソリューションを提供するサードパーティ SDK iOS
+ Genbastar: 建設プロジェクトの建設、仕事、画像のリストを表示するモバイル アプリ
+ Bible Reader: 顧客が 150 人を超える日本の有名な俳優の音声レコードを通じて聖書をストリーミング、ダウンロード、または聴くことができる、日本最大の聖書朗読アプリの 1 つ
+ Spaceshare: コワーキングスペースを接続するベトナム初のオンラインプラットフォーム。ユーザーは、最も便利な方法で仕事、勉強、会議、パートナー、イベントの開催に適したスペースを見つけることができます。
+ Kuraseru: 看護および医療サービスを提供し、患者、医師、医師のコミュニティを結び付けるモバイル アプリケーション
+ Báo Cháy 114: ベトナム国民が日常の出来事全般、特にベトナムでの火災事件を処理および報告するために使用される複雑なアプリケーション
+ Camera App: 建設現場のイメージを管理するプラットフォーム。 複数のレイヤーを使用した写真の撮影、画像の描画および編集が可能
+ Manber: 従業員管理プラットフォーム。管理者が従業員情報を検索、表示、編集できるようにします。
+ ImpactPharm: 薬に関する相談を交換し、予約を取り、薬剤師とチャットしたり会ったりするためのオンライン プラットフォーム
+ Chibikko: 未就学児向けのチェックイン・チェックアウトのプラットフォーム

- Salesforceプロジェクト
+ FMS (Financial Management Service)
+ Sale Cloud - Pardot - Digitalkey
+ Service Cloud - Customer Service In Logistics
+ Integration Salesforce - Timekeeping With Slack Team
+ Customer Portal Developement
+ CPQ Standard
+ Investor Portal System 
+ MOR Asia CRM 1",,Câu hỏi và câu trả lời,
46,Hiển,EN,Tell me about the app CYDAS,"CYDAS is a comprehensive human resource management system developed by CYDAS Inc., a joint-venture IT company originating from Japan. CYDAS was officially launched in Vietnam earlier this year and MOR Software is the exclusive distributor of it in this market. The app aims to streamline and optimize HR processes for businesses in Vietnam. It offers a user-friendly interface and intuitive features, allowing companies to efficiently manage their workforce.

CYDAS People encompasses various functionalities, including real-time human resource visualization, employee information storage and retrieval, goal-based performance evaluations, and talent retention strategies based on data-driven insights. The software helps companies plan and implement transparent, persuasive, and centralized human resource management, ensuring a productive and engaged workforce.

With its ease of use and tailored features for the Vietnamese market, CYDAS People is designed to meet the specific needs of local businesses and facilitate their HR operations effectively.",CYDASアプリについて教えてください,"CYDASは、日本発のIT合弁会社CYDAS株式会社が開発した総合人事管理システムです。 CYDASは今年初めにベトナムで正式に発売され、MOR Softwareはこの市場における独占販売代理店です。このアプリは、ベトナムの企業の人事プロセスを合理化し、最適化することを目的としています。ユーザーフレンドリーなインターフェイスと直感的な機能を提供し、企業が従業員を効率的に管理できるようにします。

CYDAS Peopleには、リアルタイムの人的資源の視覚化、従業員情報の保存と取得、目標ベースのパフォーマンス評価、データ駆動型の洞察に基づく人材保持戦略など、さまざまな機能が含まれています。 このソフトウェアは、企業が透明性と説得力を備えた一元的な人事管理を計画および実装し、生産性と意欲に満ちた労働力を確保するのに役立ちます。

CYDAS Peopleは、使いやすさとベトナム市場向けにカスタマイズされた機能を備えており、地元企業の特定のニーズを満たし、人事業務を効果的に促進できるように設計されています。",,Câu hỏi và câu trả lời,
47,Hiển,EN,What is MOR Software's plan for the future? ,"Expansion Plans for MOR Software in 2025 - 2027: 
- Market regions: 
  + Expanding into high-growth markets: APAC (Japan, Korea, Hong Kong, Southeast Asia), EU, and the US.
  + Establish local sales and support teams (Korea, Hong Kong, EU, US)
  + Partner with local distributors and tech hubs to gain market entry and accelerate growth.
- Customers: Expand our customer base by targeting large enterprises with projects valued at over 1 million USD.
- New Services: Consulting Solutions
  + Invest in R&D: Focus on AI, automation, and digital transformation solutions.
  + Partner Integration: Leverage partner solutions to broaden and enhance customer offerings.

",MOR Softwareの将来の計画は何ですか？,"2023年のMOR Softwareの拡張計画: 支店・駐在員事務所の新規開設：2023年までに、MOR Softwareはソウル、韓国、香港に駐在員事務所を設立し、2022年比100％増収の1000万ドルに達する収益を目指す。

人員増強: 2024年までに従業員500名を目指す。

市場の拡大:

- 現在、日本市場が最大のシェアを占め、売上高の70％を占めています。

- 韓国、ヨーロッパ、オーストラリア、ベトナムなどの他の市場が収益の 30% を占めています。

- 将来的には、MOR Softwareは、強力な技術的専門知識と語学力を備えた熟練したベトナム人エンジニアとともにネイティブのセールスチームとPMチームを育成することで、国際市場（韓国、オーストラリア、ヨーロッパ、米国）で積極的に拡大していきます。

- さらに当社は、クライアントとの直接的なコミュニケーションを促進するために、ソフトウェアエンジニアの語学スキルの向上にも重点を置いています。",,Câu hỏi và câu trả lời,
48,Hiển,EN,What is MOR Software's long-term development plan?,"MOR's long-term plan is to strengthen its consulting services and the development of innovative technology products, aiming for an IPO.",MOR Softwareの長期的な開発計画は何ですか?,"MOR Softwareの将来の開発計画は、主に 2 つの段階に分かれています。

2022年以降
MOR Softwareはオフショア部門よりも製品開発を優先しており、2025 年までに証券取引所に上場する可能性のある主力製品を少なくとも 1 つ用意することを目指しています。 当社はすでに、2022年から2026年までの5年間の「Go Global」戦略に着手しており、その50％が英語圏市場から得られる収益1億ドルを達成するというビジョンを掲げています。

2026年以降
MOR Softwareは、「ベトナムのテクノロジーを世界にもたらす」という使命に沿って、製品ポートフォリオとアウトソーシングサービスの強化に注力し、ベトナムで最も強力なテクノロジー企業の1つとなる予定です。MORは、東京（日本）にある現在の駐在員事務所とは別に、韓国および米国、オーストラリア、シンガポールなどの英語圏諸国に駐在員事務所を設立する予定です。",,Câu hỏi và câu trả lời,
49,Hiển,EN,How can I choose the ideal vendor for Outsourcing?,"There are no set rules for selecting the best outsourcing vendor, but doing so is essential for the success of your project. But, there are a few helpful hints and suggestions that might assist you in avoiding costly errors. To encourage competition and secure lower prices from several qualified bidders, one of the first steps to take is to prepare a thorough, comprehensive, and specific request for proposals (RFP) and distribute it to numerous possible vendors. Once you begin evaluating the offers, make an effort to picture the perfect vendor for your particular requirements and preferences. Then, cross any vendor from your list of potential options if they fail to match your requirements. Next, ask for references from previous customers of each provider and get in touch with them to ask about the caliber, promptness, and value of the service they received. Lastly, when it comes time to make the decision, take into account a variety of aspects rather than letting unimportant or superficial features influence you.",アウトソーシングに最適なベンダーを選択するにはどうすればよいですか?,最適なアウトソーシング ベンダーを選択するための明確なルールはありませんが、プロジェクトの成功にはそうすることが不可欠です。 ただし、コストのかかるエラーを回避するのに役立つヒントや提案がいくつかあります。 競争を促進し、適格な複数の入札者からより低い価格を確保するには、最初にとるべきステップの 1 つは、綿密で包括的かつ具体的な提案依頼書 (RFP) を作成し、多数の候補ベンダーに配布することです。 オファーの評価を開始したら、特定の要件や好みに最適なベンダーをイメージするよう努めてください。 次に、要件を満たさないベンダーを候補のリストから選択します。 次に、各プロバイダーの以前の顧客からの推薦を求め、彼らに連絡して、受けたサービスの質、迅速さ、価値について尋ねます。 最後に、決定を下すときが来たら、重要でない、または表面的な機能に影響されるのではなく、さまざまな側面を考慮してください。,,Câu hỏi và câu trả lời,
50,Hiển,EN,Should I choose a vendor having International Certification?,"Many international certifications, such ISO 9001 and CMMi Levels 3-5, show a high degree of technical proficiency and rigorous process. Working with recognized vendors might help you feel more confident that the finished product will satisfy your needs and fulfill your standards of quality. However, certified vendors frequently charge more than those who lack certification, so you must consider the advantages of the greater quality against the additional cost, especially if cost reductions are your main motivation for outsourcing the project.",国際認証を取得しているベンダーを選択する必要がありますか?,ISO 9001 や SEI-CMM レベル 3 ～ 5 などの多くの国際認証は、高度な技術熟練度を示しています。 認知されたベンダーと協力することで、最終製品がニーズを満たし、品質基準を満たしているという確信が持てるようになります。 ただし、認定ベンダーは認定を受けていないベンダーよりも高額な料金を請求することが多いため、特にコスト削減がプロジェクトをアウトソーシングする主な動機である場合は、追加コストに対する品質の向上という利点を考慮する必要があります。,,Câu hỏi và câu trả lời,
51,Hiển,EN,How much control will I lose when outsourcing a project?,"You must delegate some control to the offshore OSP in order to outsource a project (outsource service provider). You must put your trust in the vendor's team to handle the day-to-day choices and project management, even if it can be challenging to let go of the strict control of on-site projects. It's critical to keep in mind that, as long as the vendor stays within the initial budget and achieves the delivery deadline, your goal is to receive a finished product that satisfies your standards. It's not a good idea to give the merchant total discretion, though. To track the development and handle any difficulties as soon as they arise, make sure the contractual agreement contains information regarding the software specifications, processes, procedures, deadlines, and milestones.
",プロジェクトをアウトソーシングすると、どの程度のコントロールが失われるのでしょうか?,"プロジェクトをアウトソーシングするには、オフショア OSP に一部の制御を委任する必要があります (アウトソーシング サービス プロバイダー)。 たとえオンサイトプロジェクトの厳格な管理を手放すのが難しい場合でも、日々の選択とプロジェクト管理を担当するベンダーのチームを信頼する必要があります。 ベンダーが当初予算内に収まり納期を守る限り、目標は基準を満たす完成品を受け取ることであるということを心に留めておくことが重要です。 ただし、販売者に完全な裁量を与えるのは得策ではありません。 開発を追跡し、問題が発生したらすぐに対処できるように、契約書にソフトウェアの仕様、プロセス、手順、期限、マイルストーンに関する情報が含まれていることを確認してください。
",,Câu hỏi và câu trả lời,
52,Hiển,EN,What kind of Penalties should be in our contract?,"If the vendor doesn't carry out its commitments, it is appropriate to have penalties specified in the contract. The project expenses will ultimately increase if the contract is overly restrictive because the OSP may raise its profit margin to account for the increased risk. So, it's crucial to balance being flexible through compromise with guarding against future losses. Provide key dates and milestones in the main contract; provide more thorough timeframes in an appendix.",契約にはどのような違約金を盛り込むべきでしょうか?,ベンダーが約束を履行しない場合、契約に罰則を規定することが適切です。 契約が過度に制限されている場合、OSP はリスクの増加を考慮して利益率を引き上げる可能性があるため、プロジェクト費用は最終的に増加します。 したがって、妥協によって柔軟性を保つことと、将来の損失を防ぐことのバランスをとることが重要です。 主な契約に重要な日付とマイルストーンを提供します。 より詳細な期間については付録で説明します。,,Câu hỏi và câu trả lời,
53,Hiển,EN,What types of projects can I outsource?," Although practically every project can be outsourced in theory, most businesses prefer to keep control of their networks and databases in-house. Nonetheless, a project can be outsourced to an offshore or onshore vendor if it is outside of a company's core business operations. Website and software design companies frequently develop enduring partnerships with outsourcing providers and outsource the majority of their tasks to them.
",どのような種類のプロジェクトをアウトソーシングできますか?,"実際、理論的にはすべてのプロジェクトをアウトソーシングできますが、ほとんどの企業はネットワークとデータベースを社内で管理することを好みます。 それにもかかわらず、プロジェクトが企業の中核事業業務の外にある場合、プロジェクトをオフショアまたはオンショアのベンダーにアウトソーシングすることができます。 Web サイトやソフトウェアのデザイン会社は、アウトソーシング プロバイダーと永続的なパートナーシップを築き、業務の大部分をアウトソーシング プロバイダーに委託することがよくあります。
",,Câu hỏi và câu trả lời,
54,Hiển,EN,Is Outsourcing suitable for My Business?,"Almost any firm can benefit from offshore outsourcing in terms of performance and profitability, but some businesses may find its benefits to be more significant. The following claims might assist you in determining whether your company is prepared to benefit from offshore outsourcing. It could be time to think about outsourcing some of your job if one or more of the following apply to your company:

- You frequently wonder if you are making the best use of your current resources.
- With the assistance of your IT team, you look for ways to improve the productivity of your company.
- You are concerned about how your company will be able to stay up with the quickly changing technologies.
- You ponder whether your IT department is capable of handling jobs more quickly and effectively.
- You are interested in learning more about offshore outsourcing.
- You are worried about how your staff will react to outsourcing and want to learn more about their various options.
",アウトソーシングは私のビジネスに適していますか?,"ほぼすべての企業が、パフォーマンスと収益性の点でオフショア アウトソーシングから恩恵を受けることができますが、一部の企業ではその利点がより重要であると感じる場合もあります。 以下の主張は、あなたの会社がオフショアアウトソーシングから利益を得る準備ができているかどうかを判断するのに役立つかもしれません。 以下の項目が 1 つ以上当てはまる場合は、仕事の一部をアウトソーシングすることを検討する時期が来ている可能性があります。

- 現在のリソースを最大限に活用しているかどうかよく疑問に思います。
- IT チームの支援を受けて、会社の生産性を向上させる方法を探しています。
- あなたは、急速に変化するテクノロジーに会社がどのように対応できるかについて懸念しています。
- IT 部門がジョブをより迅速かつ効果的に処理できるかどうかについて考えています。
- オフショアアウトソーシングについて詳しく知りたいと考えています。
- スタッフがアウトソーシングに対してどのような反応をするか心配で、さまざまなオプションについて詳しく知りたいと考えています。
",,Câu hỏi và câu trả lời,
55,Hiển,EN,"What is your rate card?
Is it possible to see you prices?","Based on our Collaboration model, we offer a wide range of price levels according to different engineers and developers with distinct tech-stack and majors.

Our pricing policy is assuming that the resource will be working in the office of Hanoi Branch MOR Software JSC, at 25th floor, Roman Plaza Tower, To Huu Street, Nam Tu Liem District, Hanoi. The price will be varied if the working  location is changed.

For cooperation duration, we offer our services for: 
- Short term: 3-6 months
- Medium term: from 6 months to less than 24 months
- Long term: more than 24 months

The pricing is varied upon the level of experience. 
For further information about the pricing and description of each specific postion at MOR Software on your request as well as opportunities to collaborate with us, please contact us at: https://morsoftware.com/contact
",,,,Câu hỏi và câu trả lời,
56,Hiển,EN,Can you send me your stack portfolio?,Sure. Please leave your email. We will send you the profile and portfolio shortly.,,,,Câu hỏi và câu trả lời,
57,Hiển,EN,Can you share a bit more on capabilities of your team in Vietnam?,"About our tech-stack: 
Back-end
Our back-end developers utilize a wide range of programming language including PHP, Java, NodeJS, RoR, C#, .NET, Golang, Python.

Front-end
At the front-end, our team are experienced in developing and programming using ReactJS, VueJS, AngularJS, HTML/CSS.

Mobile
To develop mobile platform, we use popular programming framework such as Flutter, React Native, Swift/ ObjC Kotlin.

New Technology
We utilize modern tools such as Salesforce, AI, Blockchain, OutSystems and Web3 to keep the quality up to date with the latest technology. 

About our professional achievements:
On the professional front, our software engineers have attained over 150 international certifications, including prominent IT skills such as AWS Cloud, Salesforce, Mulesoft, Professional Scrum Master, Project Management Professional, and ISTQB. Furthermore, we possess international language certifications such as IELTS, JLPT N1, and N2.

For more insights about MOR Software, please visit us at: https://morsoftware.com/about-us

To connect with us or receive our profile, please leave your infomation at: https://morsoftware.com/contact",,,,Câu hỏi và câu trả lời,
58,Hiển,EN,Do you have mobile software engineers?,"Yes, we do. We utilize a wide range of cutting-edge technological platforms for mobile developement to offer the best quality products for our customers:

Diverse platforms
Our mobile apps are developed for diverse platforms including native applications, cross-platform applications, and hybrid web applications. 

Diverse devices
Our mobile application development services cover various versions of iOS, watchOS, Android, and Wear OS.

Diverse users
We develop mobile applications for both popular users and corporate (only for internal users), as well as create monetized products. 

Compatibility
We provide solutions for mobile-only applications and mobile applications that are integrated with web applications, including Progressive Web Applications (PWAs).

Ultra technology
We integrate ultra technology such as Artificial Intelligence (AI), IoT, Cloud-Based, 5G connectivity and so on to mobile apps.",,,,Câu hỏi và câu trả lời,
59,Hiển,EN,What areas are you specialized in and have experience?,"MOR Software particularly specializes in providing customers with excellent services in IT and technology field, including: 

Outsourcing services:        
- Website Development
- Mobile Development
- Web App Development
- Custom Software Development
- QA & Testing Services

Salesforce Development:        
- Salesforce Consulting
- Salesforce Development
- Salesforce Maintenance
- Salesforce Migration
- Salesforce Management

Offshore Development Center

Furthermore, we provide consulting and development services in modern technology software, such as:
- AI application research and AI system development
- Blockchain and Bitcoin development/operation
- Cloud computing solutions
- OutSystems development services
- IoT development and digital transformation

For collaboration and joint projects, MOR Software mainly operates in 2 directions as follow: 
- Project-based Development
- Dedicated Team",,,,Câu hỏi và câu trả lời,
60,Hiển,EN,Can you share your standard rate sheet and core skillset?,Sure. Please leave your email. We will send you the profile and portfolio shortly.,,,,Câu hỏi và câu trả lời,
61,Hiển,EN,Is MOR working with Blockchain/Web3 project? ,"Yes, we do. We focus on developing blockchain applications with decentralized and highly secure data storage that reinforces direct peer-to-peer transactions. Our team offers end-to-end blockchain application development services to introduce credible blockchain solutions for various industries.

For more details about our Blockchain portfolio, please leave your information at: https://morsoftware.com/contact",,,,Câu hỏi và câu trả lời,
62,Hiển,EN,May I know where your company is based?,"MOR Software's headquarter is currently based in Ho Chi Minh City with 4 sub-offices located in Vietnam and Japan. Here are detailed address and contact information of each office: 
- Ho Chi Minh Headquarter: 
+ Address: Mekong Tower 10F, 235-241 Cong Hoa, 13 Ward, Tan Binh, HCM, Vietnam 
+ Contact via: (+84) 869-738-833 or contact@morsoftware.com

- Hanoi office: 
+ Address: B1 Roman Plaza Building 25F, Hanoi, Vietnam
+ Contact via: (+84) 869-738-833 or contact@morsoftware.com

- Danang office: 
+ Address: VDB building 12F, 74 Quang Trung, Danang, Vietnam
+ Contact via: (+84) 869-738-833 or contact@morsoftware.com

- Osaka office:
+ Address: TK Building 2F, 3-15-5 Toyosaki, Kita-ku, Osaka, Japan
+ Contact via: (+81) 359-246-616 or contact@morsoftware.com

- Tokyo office: 
+ Address: Unity Ikebukuro Building 4F, 2-35-4 Minami Ikebukuro, Toshima-ku, Tokyo, Japan
+ Contact via: (+81) 359-246-616 or contact@morsoftware.com

- Korea office: Coming soon in Seoul late 2023 
",,,,Câu hỏi và câu trả lời,
63,Hiển,EN,Does MOR Software have Blockchain Developers? ,"Yes, we do. Our tech-stack specialized for Blockchain Developement includes building on Bitcoin, building on Ethereum, integrating Solidity and optimizing UX/UI .",,,,Câu hỏi và câu trả lời,
64,Hiển,EN,Does MOR Software have Website Developers? ,"Yes, we do. We offer a wide range of options for website development services by leveraging our in-house team of professional developers and engineers with a solid technology foundation and 
diverse tech stacks:

Frontend Development
Our team utilizes widely-used frontend frameworks, such as React.js, Vue.js, and Angular, to construct the outer layer of your product.

Backend Development
We use server-side technologies such as Python, Ruby on Rails, and Node.js to create fast and scalable web applications during the development and prototyping process.

Full Stack Development
We offer end-to-end web development services, covering everything from frontend to backend solutions, as well as other necessary technologies to ensure the success of your product. 

Low-Code Development
We also have expertise in creating no-code and low-code web solutions that enable clients to save both time and money. Our preferred platforms for this type of development include Webflow and Mendix.

Cloud Development
Furthermore, we leverage cloud services such as Google Cloud, Amazon Web Services, and Microsoft Azure to ensure fast and secure deployment of applications.

",,,,Câu hỏi và câu trả lời,
65,Hiển,EN,"Can you develop Mobile apps? 

Do you have Mobile development services?","Yes, we do. We utilize a wide range of cutting-edge technological platforms for mobile developement to offer the best quality products for our customers:

Diverse platforms
Our mobile apps are developed for diverse platforms including native applications, cross-platform applications, and hybrid web applications. 

Diverse devices
Our mobile application development services cover various versions of iOS, watchOS, Android, and Wear OS.

Diverse users
We develop mobile applications for both popular users and corporate (only for internal users), as well as create monetized products. 

Compatibility
We provide solutions for mobile-only applications and mobile applications that are integrated with web applications, including Progressive Web Applications (PWAs).

Ultra technology
We integrate ultra technology such as Artificial Intelligence (AI), IoT, Cloud-Based, 5G connectivity and so on to mobile apps.",,,,Câu hỏi và câu trả lời,
66,Hiển,EN,"Can you develop Web/ Websites? 

Do you have Web development services?","Yes, we do. We offer a diverse range of services based on the web such as delivering websites or web apps, cybersecurity solutions, UX/UI design, eCommerce solutions, website architectures, QA testing, maintenance, consulting, and even a custom CMS.

Websites
We offer to build well-designed websites that can act as an effective tool for communication and marketing, building trust with customers and helping to generate leads

E-commerce
We offer eCommerce solutions, where your businesses can operate 24 hours a day, 7 days a week, and reach customers in any time zone.

Web Applications
Web-based applications can connect with a worldwide audience and are designed to be interactive and captivating, making it effortless to retain users' interest.

Content Management System
Implementing a dedicated CMS tailored to the unique requirements of your business can boost greater efficiency and cost savings by optimizing internal workflows.

",,,,Câu hỏi và câu trả lời,
67,Hiển,EN,How do Vietnamese Salesforce companies ensure data security and compliance?,"Salesforce companies in Vietnam strictly comply with data security regulations and comply with international standards, including GDPR, to ensure information security for customers.",,,,Câu hỏi và câu trả lời,
68,Hiển,EN,What is the most common type of outsourcing contract?,"Fixed-price contracts are the most common type, often used for projects with a clear and unchanging scope.",,,,Câu hỏi và câu trả lời,
69,Hiển,EN,How do I determine the best contract type for my project?,"You should carefully consider the scope of work, budget, and level of flexibility needed to choose the type of contract that best suits your project.",,,,Câu hỏi và câu trả lời,
70,Hiển,EN,Can I combine different contract types?,"It is possible to combine different types of contracts in one project to take advantage of each type, but careful management is needed to avoid conflicts.",,,,Câu hỏi và câu trả lời,
71,Hiển,EN,What are the average hourly rates for offshore developers in 2025?,"The average price for offshore programmers in 2025 ranges from 20 to 50 USD/hour, depending on the specific region and country.",,,,Câu hỏi và câu trả lời,
72,Hiển,EN,Which country offers the best balance of cost and quality?,"Vietnam and India are often considered optimal options in terms of balancing cost and quality, thanks to low labor costs and skilled programmers.",,,,Câu hỏi và câu trả lời,
73,Hiển,EN,How do I protect my intellectual property when outsourcing?,"To protect intellectual property when outsourcing, you should sign confidentiality agreements (NDA) and intellectual property agreements (IP agreements), along with choosing a reputable and experienced partner.",,,,Câu hỏi và câu trả lời,
74,Hiển,EN,How can I manage an offshore development team effectively?,"Effectively managing an offshore development team requires clear communication, use of project management tools, and the establishment strict work processes to ensure project progress and quality.",,,,Câu hỏi và câu trả lời,
75,Hiển,EN,What Python frameworks are best for web development?,Django and Flask are the two most popular frameworks in web development with Python.,,,,Câu hỏi và câu trả lời,
76,Hiển,EN,What is the difference between hybrid and native mobile apps?,"Native apps are developed separately for each operating system (iOS or Android), while hybrid apps only need to write a single source code and can run on multiple platforms.",,,,Câu hỏi và câu trả lời,
77,Hiển,EN,Which frameworks are best for hybrid mobile app development?,"The most popular frameworks today for hybrid app development are React Native, Ionic, and Flutter.",,,,Câu hỏi và câu trả lời,
78,Hiển,EN,How much does custom mobile app development cost?,"Custom app development costs typically range from $10,000 to $500,000 depending on the complexity of the project.",,,,Câu hỏi và câu trả lời,
79,Hiển,EN,What platforms can custom apps be built for?,"Custom apps can be developed for Android, iOS or cross-platform.",,,,Câu hỏi và câu trả lời,
80,,EN,What is the level of English proficiency among Vietnamese IT professionals?,"Vietnamese IT professionals generally possess strong English language skills, with many companies requiring their staff to achieve at least a B1 level on the Common European Framework of Reference (CEFR). This proficiency facilitates clear communication and understanding between clients and developers, ensuring project requirements are accurately met.",,,,Câu hỏi và câu trả lời,
81,Hiển,EN,What is the role of a Quality Assurance team?,The quality assurance team is responsible for ensuring that the software product meets established quality standards and technical requirements before release.,,,,Câu hỏi và câu trả lời,
1,Chien,VI,Lập trình viên của công ty có chứng chỉ chuyên ngành không?,"Chúng tôi có đội ngũ lập trình viên với nhiều chứng chỉ chuyên ngành như PMP, Scrum Master và AWS Certified Developer",Mor Softwareのエンジニアは専門的な資格を持っていますか？,当社には、PMP、スクラムマスター、AWS 認定開発者など、多くの専門資格を取得した開発者チームがいます。,,Tương tự,
2,Hiển,EN,Services at MOR Software?,"MOR Software particularly specializes in providing customers with excellent services in IT and technology field, including Outsourcing services, Custom Software Development, Offshore Development and New Technology Development",MOR Softwareのサービスについて,MOR Softwareは特にアウトソーシングサービス、カスタムソフトウェア開発、オフショア開発、新技術開発など、ITおよびテクノロジー分野で次のような優れたサービスを顧客に提供します。,,Tương tự,
